chart_instance_id,track_isrc,position
2013-12-21,USP6L1000053,35
2013-12-21,USSM11306713,8
2013-12-21,USRC11301420,48
2013-12-21,USHR11334529,38
2013-12-21,USCJY1218019,82
2013-12-21,USUM71311478,20
2013-12-21,USUM71214608,28
2013-12-21,GBHMU1300210,11
2013-12-21,GBUM71304610,44
2013-12-21,QMRSZ1700758,49
2013-12-21,USUM71312879,85
2013-12-21,USSM11300080,15
2013-12-21,USAT21202676,55
2013-12-21,USRC11301018,47
2013-12-21,NZUM71300124,32
2013-12-21,USUM71307711,50
2013-12-21,NOAGW1300374,88
2013-12-21,USCM51300748,72
2013-12-21,USUM71314082,1
2013-12-21,USUM71314092,93
2013-12-21,USRC11301695,2
2013-12-21,USUM71311295,14
2013-12-21,GBCTA1300103,92
2013-12-21,USCN11200024,74
2013-12-21,USRC11301140,87
2013-12-21,GBCTA1300101,100
2013-12-21,SEUM71301326,6
2013-12-21,USUM71305735,52
2013-12-21,NOT_FOUND,42
2013-12-21,USUM71214747,84
2013-12-21,USUM71305564,46
2013-12-21,US58E1200331,70
2013-12-21,GMM881200009,17
2013-12-21,USSM11303945,80
2013-12-21,USRC11301214,5
2013-05-11,USUM71302526,17
2013-05-11,US58E1200332,54
2013-05-11,USUG12103666,20
2013-05-11,USQX91200826,38
2013-05-11,USUM71205293,97
2013-05-11,USUM71216778,86
2013-05-11,USRN11100002,70
2013-05-11,USAT21301460,28
2013-05-11,AUBM01200186,72
2013-05-11,USAN21300002,68
2013-05-11,USUM71210774,57
2013-05-11,USUM71307668,89
2013-05-11,USSM11301017,35
2013-05-11,USWB11300390,27
2013-05-11,USSM11301638,61
2013-05-11,USCM51300013,44
2013-05-11,GMM881200002,2
2013-05-11,USAT21104051,30
2013-05-11,USUM71210662,64
2013-05-11,USHR11334422,23
2013-05-11,USUM71303132,56
2013-05-11,USUM71207991,13
2013-05-11,USUM71303519,60
2013-05-11,USUM71301697,59
2013-05-11,USUM71204771,24
2013-05-11,USUM71201071,96
2013-05-11,GBAAA1200728,46
2013-05-11,USCN11300001,43
2013-05-11,USRC11201220,45
2013-05-11,USRC11201328,8
2013-05-11,USRC11300305,48
2013-05-11,USUM71301190,98
2013-05-11,USUM71304188,26
2013-05-11,USQX91300809,14
2013-05-11,USUM71208066,33
2013-05-11,USUM71213476,58
2013-05-11,QMTM61200406,62
2013-05-11,USZ4V1200043,22
2013-05-11,USHR11334249,12
2013-05-11,USSM11300965,66
2013-05-11,USUM71117907,81
2013-05-11,USCM51200744,85
2013-05-11,USCJY1218027,39
2013-05-11,USDMG1260805,29
2013-05-11,USRC11200937,92
2013-05-11,USRN11000084,83
2013-05-11,USCRB1210135,74
2013-05-11,USCJY1231039,34
2013-05-11,SEWEE1200301,9
2013-05-11,GBARL1201390,77
2013-05-11,USAT21300728,63
2013-05-11,GBUM71204769,47
2013-05-11,US58E1200337,50
2013-05-11,USUM71200987,49
2013-05-11,USAT21202672,99
2013-05-11,USRC11200786,1
2013-05-11,USSM11300859,87
2013-05-11,USUM71300893,78
2013-05-11,GBAHS1100206,80
2013-05-11,GB2ME1200752,79
2013-05-11,USCN11100113,65
2013-05-11,USAT21203287,32
2013-05-11,USSM11301001,71
2013-05-11,USCM51300001,16
2013-05-11,USUM71214740,73
2013-05-11,USG4X1100017,31
2013-05-11,NOT_FOUND,88
2013-05-11,USRC11300059,5
2013-05-11,USCM51300138,76
2013-05-11,USLXJ1106037,84
2013-05-11,USUM71300299,15
2013-05-11,GBAAA1200003,36
2013-05-11,USCM51300393,55
2013-05-11,US6XF1200057,51
2013-05-11,USUM71214737,42
2013-05-11,USQX91300310,21
2013-05-11,USUM71300275,90
2013-05-11,USUM71201074,10
2013-05-11,USCM51300102,52
2013-05-11,USP6L1000053,41
2013-05-11,GMM881200024,94
2013-05-11,USUM71215597,37
2013-05-11,USSM11207412,100
2013-05-11,USCM51300064,11
2013-05-11,USUM71214758,3
2013-05-11,USRC11300004,7
2013-05-11,USWB11203181,53
2013-05-11,GBARL1201392,40
2013-05-11,USWB11301002,75
2013-05-11,USUM71302939,19
2013-05-11,GMM881200003,4
2013-05-11,GBARL1201891,25
2013-05-11,GBCTA1200050,95
2013-05-11,USUYG1027104,69
2013-05-11,USCN11200248,18
2013-05-11,USAT21207538,67
2013-05-11,USAT21206701,6
2013-05-11,USRC11201453,91
2013-05-11,GBHMU1200137,93
2013-05-11,GBUM71301823,82
2013-05-04,USUM71302526,43
2013-05-04,US58E1200332,52
2013-05-04,USUG12103666,24
2013-05-04,USQX91200826,44
2013-05-04,USUM71205293,65
2013-05-04,USUM71216778,81
2013-05-04,USRN11100002,74
2013-05-04,USAT21301460,27
2013-05-04,AUBM01200186,71
2013-05-04,USSM11300871,98
2013-05-04,USAN21300002,63
2013-05-04,USUM71210774,60
2013-05-04,USUM71307668,94
2013-05-04,USWB11300390,36
2013-05-04,USCM51300013,45
2013-05-04,GMM881200002,2
2013-05-04,USAT21104051,23
2013-05-04,USUM71210662,70
2013-05-04,USHR11334422,22
2013-05-04,USUM71303132,55
2013-05-04,USUM71207991,14
2013-05-04,USUM71303519,59
2013-05-04,USUM71301697,54
2013-05-04,USUM71204771,18
2013-05-04,GBAAA1200728,41
2013-05-04,USCN11300001,33
2013-05-04,USRC11201220,38
2013-05-04,USUM71302529,58
2013-05-04,USRC11201328,9
2013-05-04,USRC11300305,51
2013-05-04,USUM71301190,99
2013-05-04,USUM71304188,5
2013-05-04,USQX91300809,19
2013-05-04,USUM71208066,35
2013-05-04,USUM71213476,56
2013-05-04,QMTM61200406,62
2013-05-04,USZ4V1200043,17
2013-05-04,USHR11334249,11
2013-05-04,USSM11300965,68
2013-05-04,USUM71117907,84
2013-05-04,USCM51200744,85
2013-05-04,USCJY1218027,39
2013-05-04,USDMG1260805,26
2013-05-04,USRC11200937,88
2013-05-04,USRN11000084,67
2013-05-04,USCRB1210135,64
2013-05-04,USQY51354125,90
2013-05-04,USCJY1231039,25
2013-05-04,SEWEE1200301,13
2013-05-04,GBARL1201390,76
2013-05-04,USAT21300728,66
2013-05-04,GBUM71204769,40
2013-05-04,US58E1200337,49
2013-05-04,USUM71303190,92
2013-05-04,USUM71200987,48
2013-05-04,USRC11200786,1
2013-05-04,USSM11300859,89
2013-05-04,USUM71300893,80
2013-05-04,GBAHS1100206,87
2013-05-04,GB2ME1200752,77
2013-05-04,USCN11100113,61
2013-05-04,USUM71119106,50
2013-05-04,USAT21203287,30
2013-05-04,USSM11301001,73
2013-05-04,USCM51300001,16
2013-05-04,USUM71214740,69
2013-05-04,USG4X1100017,28
2013-05-04,USRC11300059,7
2013-05-04,USCM51300138,78
2013-05-04,USLXJ1106037,82
2013-05-04,USUM71300299,15
2013-05-04,USSM11206041,97
2013-05-04,GBAAA1200003,46
2013-05-04,US6XF1200057,53
2013-05-04,USUM71214737,37
2013-05-04,USQX91300310,21
2013-05-04,USUM71300275,79
2013-05-04,USUM71201074,12
2013-05-04,USUM71300276,100
2013-05-04,USCM51300102,57
2013-05-04,USP6L1000053,42
2013-05-04,GMM881200024,93
2013-05-04,USUM71215597,34
2013-05-04,USSM11207412,95
2013-05-04,USCM51300064,10
2013-05-04,USUM71214758,6
2013-05-04,USRC11300004,8
2013-05-04,USWB11203181,47
2013-05-04,GBARL1201392,29
2013-05-04,USWB11301002,75
2013-05-04,USUM71302939,32
2013-05-04,GMM881200003,3
2013-05-04,GBARL1201891,31
2013-05-04,GBCTA1200050,83
2013-05-04,USUYG1027104,86
2013-05-04,USCN11200248,20
2013-05-04,USAT21207538,72
2013-05-04,USAT21206701,4
2013-05-04,USRC11201453,96
2013-05-04,GBHMU1200137,91
2014-11-29,USCM51400222,53
2014-11-29,GBHMU1400162,87
2014-11-29,USQX91401203,51
2014-11-29,USSM11401317,2
2014-11-29,USSM11303954,36
2014-11-29,USWB11304681,40
2014-11-29,GBUM71401926,72
2014-11-29,USCM51400260,34
2014-11-29,USUM71409576,4
2014-11-29,USUM71414974,76
2014-11-29,GBUM71400955,44
2014-11-29,USUM71409737,8
2014-11-29,GBUM71405403,49
2014-11-29,GBUM71401093,16
2014-11-29,GBARL1400567,21
2014-11-29,USCJY1431309,1
2014-11-29,USSM11408186,92
2014-11-29,USRC11402051,78
2014-11-29,GBAHS1400160,47
2014-11-29,USUM71409719,31
2014-11-29,US58E1400453,63
2014-11-29,USUM71412644,29
2014-11-29,USRC11400498,25
2014-11-29,US58E1300408,77
2014-11-29,USWB11301764,24
2014-11-29,GB28K1400036,71
2014-11-29,USUG11401387,55
2014-11-29,USUM71409277,67
2014-11-29,USUM71406166,15
2014-11-29,GBAHS1400090,11
2014-11-29,USCRB1411035,80
2014-11-29,GBUM71400597,45
2014-11-29,QMTM61300302,84
2014-11-29,USRC11401783,64
2014-11-29,GBHMU1400029,94
2014-11-29,USUM71409642,56
2014-11-29,USUM71405085,85
2014-11-29,SE3NM1300101,5
2014-11-29,QMCE31400045,90
2014-11-29,USQ4E1300686,37
2014-11-29,USUM71411636,61
2014-11-29,NOT_FOUND,39
2014-11-29,USUM71411206,97
2014-11-29,USSM11405788,7
2014-11-29,USUM71414033,14
2014-11-29,GBUM71308836,9
2014-11-29,USWB11402584,74
2014-11-29,USUM71412696,10
2014-11-29,USUM71414575,41
2014-11-29,USUM71405920,48
2014-11-29,USCM51400196,22
2014-11-29,USSM11408349,38
2014-11-29,GBWWP1400197,73
2014-11-29,USUM71409728,13
2014-11-29,USSM11404519,96
2014-11-29,USLXJ1307066,99
